issn,journal_title,accurate_title,author_instructions,editorial_board,facebook_url,home_page,linkedin_url,society_organization_1,society_organization_2,society_organization_3,society_organization_link_1,society_organization_link_2,society_organization_link_3,twitter_url,wikidata_url
"[""1061-4036"", ""1546-1718""]",Nature genetics,,https://www.nature.com/ng/for-authors,https://www.nature.com/ng/about/editors,,https://www.nature.com/ng/,,,,,,,,https://twitter.com/naturegenet,https://www.wikidata.org/wiki/Q976454
"[""2056-676X""]",Nature reviews,Nature Reviews Disease Primers,,,,https://www.nature.com/nrdp/,,,,,,,,,https://www.wikidata.org/wiki/Q24908540
"[""1878-7649"", ""1878-7657""]",European geriatric medicine,,https://www.springer.com/journal/41999/submission-guidelines,https://www.springer.com/journal/41999/editors,,https://www.springer.com/journal/41999,,,,,,,,,https://www.wikidata.org/wiki/Q27723582
"[""1476-5578"", ""1359-4184""]",Molecular psychiatry,,,https://www.nature.com/mp/editors/editorial-board,,https://www.nature.com/mp/,,,,,,,,,https://www.wikidata.org/wiki/Q6895973
"[""1573-2630"", ""0165-5701""]",International ophtalmology,,https://www.springer.com/journal/10792/submission-guidelines,https://www.springer.com/journal/10792/editors,,https://www.springer.com/journal/10792,,,,,,,,,https://www.wikidata.org/wiki/Q15763839
"[""2056-7944""]",npj genomic medicine,,,,,https://www.nature.com/npjgenmed/,,,,,,,,,https://www.wikidata.org/wiki/Q27727516
"[""0974-3626"", ""0973-7103"", ""0253-4134""]",Proceedings of the Indian Academy of Sciences. Chemical sciences,Journal of Chemical Sciences,https://www.springer.com/journal/12039/submission-guidelines,https://www.springer.com/journal/12039/editors,,https://www.springer.com/journal/12039,,,,,,,,,https://www.wikidata.org/wiki/Q15715953
"[""2397-3358""]",Nature reviews,Nature Reviews Chemistry,,,,https://www.nature.com/natrevchem/,,,,,,,,,https://www.wikidata.org/wiki/Q96319841
"[""0341-2687"", ""2366-6153""]",Schmalenbach Journal of Business Research,,https://www.springer.com/journal/41471/submission-guidelines#Instructions%20for%20Authors,https://www.springer.com/journal/41471/editors,https://www.facebook.com/sbur.info/,https://www.springer.com/journal/41471,,,,,,,,,https://de.wikipedia.org/wiki/Schmalenbach_Journal_of_Business_Research
"[""1759-4782"", ""1759-4774""]",Nature reviews,Nature Reviews Clinical Oncology,,,,https://www.nature.com/nrclinonc/,,,,,,,,,https://www.wikidata.org/wiki/Q641640
"[""2058-7546""]",Nature energy,,https://www.nature.com/nenergy/info/gta,,,https://www.nature.com/nenergy/,,,,,,,,,https://www.wikidata.org/wiki/Q27431245
"[""2522-5839""]",Nature machine intelligence,,,,,https://www.nature.com/natmachintell/,,,,,,,,,https://www.wikidata.org/wiki/Q44062926
"[""1745-2473"", ""1745-2481""]",Nature physics,,,,,https://www.nature.com/nphys/,,,,,,,,,https://www.wikidata.org/wiki/Q2108381
"[""0974-9853"", ""0970-3950""]",MĀPAN. Journal of Metrology Society of India,,https://www.springer.com/journal/12647/submission-guidelines,https://www.springer.com/journal/12647/editors,,https://www.springer.com/journal/12647,,Metrology Society of India,,,http://metrologyindia.org/,,,,https://www.wikidata.org/wiki/Q96331919
"[""1754-2189"", ""1750-2799""]",Nature protocols,,,,,https://www.nature.com/nprot/,,,,,,,,,https://www.wikidata.org/wiki/Q3337109
"[""0026-9255"", ""1436-5081""]",Monatshefte für Mathematik,,https://www.springer.com/journal/605/submission-guidelines,https://www.springer.com/journal/605/editors,,https://www.springer.com/journal/605,,,,,,,,,https://www.wikidata.org/wiki/Q1944084
"[""1466-4879"", ""1476-5470""]",Genes and immunity,,https://www.nature.com/gene/authors-and-referees/gta,https://www.nature.com/gene/editors/editorial-board,,https://www.nature.com/gene/,,,,,,,,,https://www.wikidata.org/wiki/Q15745246
"[""2509-4580"", ""2509-4599""]",MTZ extra,,,,,https://link.springer.com/journal/41490/volumes-and-issues,,,,,,,,,https://www.wikidata.org/wiki/Q96716534
"[""2044-5385""]",Blood cancer journal,,https://www.nature.com/bcj/authors-and-referees/gta,,,https://www.nature.com/bcj/,,,,,,,,,https://www.wikidata.org/wiki/Q2464036
"[""2052-7276"", ""2662-6810""]",Horticulture research,,,https://www.nature.com/hortres/about/editorial-board,,https://www.nature.com/hortres/,,,,,,,,,https://www.wikidata.org/wiki/Q27726631
"[""1884-4057"", ""1884-4049""]",NPG Asia materials,,https://www.nature.com/am/authors-and-referees,https://www.nature.com/am/about/editors,,https://www.nature.com/am/,,,,,,,,https://twitter.com/asiamaterials,https://www.wikidata.org/wiki/Q27727403
"[""2044-4052""]",Nutrition & diabetes,,https://www.nature.com/nutd/authors-and-referees,https://www.nature.com/nutd/editors,,https://www.nature.com/nutd/,,,,,,,,https://twitter.com/NutDiab_Journal,https://www.wikidata.org/wiki/Q27723824
"[""1881-1469"", ""0021-8820""]",Journal of antibiotics,,https://www.nature.com/ja/authors-and-referees,https://www.nature.com/ja/editors,,https://www.nature.com/ja/,,Japan Antibiotics Research Association,Society for Actinomycetes Japan,,http://www.antibiotics.or.jp/jara/jara-top.htm,http://www.actino.jp/index-e.html,,,https://www.wikidata.org/wiki/Q7743552
"[""2234-0491"", ""1229-7801""]",한국세라믹학회지,Journal of the Korean Ceramic Society,https://www.springer.com/journal/43207/submission-guidelines,https://www.springer.com/journal/43207/editors,,https://www.springer.com/journal/43207,,,,,,,,,https://www.wikidata.org/wiki/Q96329926
"[""1110-8630"", ""2090-2441""]",The Egyptian Journal of Medical Human Genetics (Print),The Egyptian Journal of Medical Human Genetics,https://jmhg.springeropen.com/submission-guidelines,https://jmhg.springeropen.com/about/editorial-board,,https://jmhg.springeropen.com/,,,,,,,,,https://www.wikidata.org/wiki/Q50497723
"[""0174-2442"", ""1615-6730""]",Colo-proctology,coloproctology,https://www.springer.com/journal/53/submission-guidelines,https://www.springer.com/journal/53/editors,,https://www.springer.com/journal/53,,,,,,,,,https://www.wikidata.org/wiki/Q59275318
"[""1226-119X""]",Yu'byeon'hag,Korea - Australia Rheology Journal,https://www.springer.com/journal/13367/submission-guidelines,https://www.springer.com/journal/13367/editors,,https://www.springer.com/journal/13367,,,,,,,,,https://www.wikidata.org/wiki/Q15765139
"[""1434-7636"", ""1434-5021""]",Granular matter,,https://www.springer.com/journal/10035/submission-guidelines,https://www.springer.com/journal/10035/editors,,https://www.springer.com/journal/10035,,,,,,,,,https://www.wikidata.org/wiki/Q2403377
"[""1868-8497"", ""1868-8500""]",Hormones & cancer,Discover Oncology,https://www.springer.com/journal/12672/submission-guidelines,https://www.springer.com/journal/12672/editors,,https://www.springer.com/journal/12672,,,,,,,,,https://www.wikidata.org/wiki/Q15716573
"[""2095-9907"", ""2059-3635""]",Signal transduction and targeted therapy,,,https://www.nature.com/sigtrans/about/editorial-board,,https://www.nature.com/sigtrans/,,,,,,,,,https://www.wikidata.org/wiki/Q27727200
"[""1674-7313"", ""1869-1897""]",Science China,Science China Earth Sciences,https://www.springer.com/journal/11430/submission-guidelines,https://www.springer.com/journal/11430/editors,,https://www.springer.com/journal/11430,,,,,,,,,https://www.wikidata.org/wiki/Q53952271
"[""2662-6721"", ""2567-8884""]",Recht innovativ,,,,,https://link.springer.com/journal/43442/volumes-and-issues,,,,,,,,,https://www.wikidata.org/wiki/Q96716838
"[""0138-9130"", ""1588-2861""]",Scientometrics :,Scientometrics,https://www.springer.com/journal/11192/submission-guidelines,https://www.springer.com/journal/11192/editors,,https://www.springer.com/journal/11192,,,,,,,,,https://www.wikidata.org/wiki/Q4049153
"[""1017-060X""]",بولتن انجمن ریاضی ایران,Bulletin of the Iranian Mathematical Society,https://www.springer.com/journal/41980/submission-guidelines,https://www.springer.com/journal/41980/editors,,https://www.springer.com/journal/41980,,,,,,,,,https://www.wikidata.org/wiki/Q15758989
"[""2234-7593"", ""1229-8557"", ""2005-4602""]",International Journal of the Korean Society of Precision Engineering,,,https://www.springer.com/journal/12541/editors,,https://www.springer.com/journal/12541,,,,,,,,,https://www.wikidata.org/wiki/Q15751742
"[""1476-5624"", ""1362-4393""]",Spinal cord,,,https://www.nature.com/sc/editors/editorial-board,,https://www.nature.com/sc/,,,,,,,,,https://www.wikidata.org/wiki/Q15752472
"[""1041-3545"", ""1573-3645""]",The Journal of medical humanities,,https://www.springer.com/journal/10912/submission-guidelines,https://www.springer.com/journal/10912/editors,,https://www.springer.com/journal/10912,,,,,,,,,https://www.wikidata.org/wiki/Q15749157
"[""1759-4804"", ""1759-4790""]",Nature reviews,Nature Reviews Rheumatology,,,,https://www.nature.com/nrrheum/,,,,,,,,,https://www.wikidata.org/wiki/Q2107227
"[""1674-733X"", ""1869-1919""]",Science China,Science China Information Sciences,https://www.springer.com/journal/11432/submission-guidelines,https://www.springer.com/journal/11432/editors,,https://www.springer.com/journal/11432,,,,,,,,,https://www.wikidata.org/wiki/Q21865838
"[""1869-1862"", ""1674-7283""]",Science China,Science China Mathematics,https://www.springer.com/journal/11425/submission-guidelines,https://www.springer.com/journal/11425/editors,,https://www.springer.com/journal/11425,,,,,,,,,https://www.wikidata.org/wiki/Q15758369
"[""2192-8622"", ""1616-1963""]",Versicherungsmagazin,,,https://www.springer.com/journal/35128/editors,,https://www.springer.com/journal/35128,,,,,,,,,https://www.wikidata.org/wiki/Q2518148
"[""2399-3650""]",Communications physics,,https://www.nature.com/commsphys/submit,https://www.nature.com/commsphys/about/editorial-board,,https://www.nature.com/commsphys/,,,,,,,,https://twitter.com/commsphys,https://www.wikidata.org/wiki/Q60049766
"[""2365-953X"", ""0049-8653""]",Lili. Zeitschrift für Literaturwissenschaft und Linguistik,Zeitschrift für Literaturwissenschaft und Linguistik,https://www.springer.com/journal/41244/submission-guidelines,https://www.springer.com/journal/41244/editors,,https://www.springer.com/journal/41244,,,,,,,,,https://www.wikidata.org/wiki/Q186704
"[""1432-1904"", ""0028-1042""]",Naturwissenschaften,The Science of Nature,https://www.springer.com/journal/114/submission-guidelines,https://www.springer.com/journal/114/editors,,https://www.springer.com/journal/114,,,,,,,,,https://www.wikidata.org/wiki/Q324878
"[""0031-2983"", ""1591-951X""]",Pathologica,,https://www.pathologica.it/about/submissions,https://www.pathologica.it/about/editorialTeam,,https://www.pathologica.it/,,,,,,,,,https://www.wikidata.org/wiki/Q15708802
"[""1748-7838"", ""1001-0602""]",Cell Research,,https://www.nature.com/cr/authors-and-referees,https://www.nature.com/cr/about/editors,,https://www.nature.com/cr/,,,,,,,,https://twitter.com/cell_res,https://www.wikidata.org/wiki/Q1524018
"[""0253-4126"", ""2347-4327"", ""0973-774X""]",Proceedings of the Indian Academy of Sciences. Earth and planetary sciences,Journal of Earth System Science,https://www.springer.com/journal/12040/submission-guidelines,https://www.springer.com/journal/12040/editors,,https://www.springer.com/journal/12040,,,,,,,,,https://www.wikidata.org/wiki/Q15716556
"[""2052-4463""]",Scientific data,,,https://www.nature.com/sdata/about/editorial-board,,https://www.nature.com/sdata/,,,,,,,,,https://www.wikidata.org/wiki/Q27725928
"[""1519-8928"", ""2316-7874""]",Nutrire,,https://www.springer.com/journal/41110/submission-guidelines,https://www.springer.com/journal/41110/editors,,https://www.springer.com/journal/41110,,,,,,,,,https://www.wikidata.org/wiki/Q50816840
"[""0034-6446"", ""1936-4814""]",The Review of Black political economy,,https://journals.sagepub.com/author-instructions/RBP,https://journals.sagepub.com/editorial-board/RBP,,https://journals.sagepub.com/home/rbp,,,,,,,,,https://www.wikidata.org/wiki/Q15763589
"[""2398-9629""]",Nature sustainability,,https://www.nature.com/natsustain/info/gta,,,https://www.nature.com/natsustain/,,,,,,,,,https://www.wikidata.org/wiki/Q56163864
"[""2662-7493"", ""2662-7507""]",Nachhaltige Industrie,,,,,http://link.springer.com/journal/43462,,,,,,,,,https://www.wikidata.org/wiki/Q96717189
"[""1749-4893"", ""1749-4885""]",Nature photonics,,,,,https://www.nature.com/nphoton/,,,,,,,,,https://www.wikidata.org/wiki/Q2108369
"[""1471-0064"", ""1471-0056""]",Nature reviews,Nature Reviews Genetics,,,,https://www.nature.com/nrg/,,,,,,,,,https://www.wikidata.org/wiki/Q1071824
"[""0300-8177"", ""1573-4919""]",Molecular and cellular biochemistry,,https://www.springer.com/journal/11010/submission-guidelines,https://www.springer.com/journal/11010/editors,,https://www.springer.com/journal/11010,,,,,,,,,https://www.wikidata.org/wiki/Q1573176
"[""2662-4443""]",Communications materials,,https://www.nature.com/commsmat/submit,https://www.nature.com/commsmat/about/editorial-board,,https://www.nature.com/commsmat/,,,,,,,,https://twitter.com/commsmaterials,https://www.wikidata.org/wiki/Q96319336
"[""1661-5751"", ""1661-5867""]",Journal für Verbraucherschutz und Lebensmittelsicherheit,Journal of Consumer Protection and Food Safety,https://www.springer.com/journal/3/submission-guidelines,https://www.springer.com/journal/3/editors,,https://www.springer.com/journal/3,,,,,,,,,https://www.wikidata.org/wiki/Q15750186
"[""1381-2890"", ""1573-1928""]",Social Psychology of Education,,https://www.springer.com/journal/11218/submission-guidelines,https://www.springer.com/journal/11218/editors,,https://www.springer.com/journal/11218,,,,,,,,,https://www.wikidata.org/wiki/Q15765795
"[""0102-7972"", ""1678-7153""]",Psicologia,,https://prc.springeropen.com/submission-guidelines,https://prc.springeropen.com/about/editorial-board,,https://prc.springeropen.com/,,Programa de Pós-graduação em Psicologia da Universidade Federal do Rio Grande do Sul,,,http://www.ufrgs.br/ppgpsicologia/,,,,https://www.wikidata.org/wiki/Q50516598
"[""2520-8187"", ""2199-8841""]",Return,,,https://www.springer.com/journal/41964/editors,,https://www.springer.com/journal/41964,,,,,,,,,https://www.wikidata.org/wiki/Q96718835
"[""0001-5954"", ""0236-5294"", ""1588-2632""]",Acta mathematica Academiae Scientiarum Hungaricae :,Acta Mathematica Hungarica,https://www.springer.com/journal/10474/submission-guidelines,https://www.springer.com/journal/10474/editors,,https://www.springer.com/journal/10474,,,,,,,,,https://www.wikidata.org/wiki/Q1191214
"[""2056-3973""]",npj aging and mechanisms of disease,,,,,https://www.nature.com/npjamd/,,,,,,,,,https://www.wikidata.org/wiki/Q27727292
"[""1170-7690"", ""1179-2027""]",PharmacoEconomics,,https://www.springer.com/journal/40273/submission-guidelines,https://www.springer.com/journal/40273/editors,,https://www.springer.com/journal/40273,,,,,,,,,https://www.wikidata.org/wiki/Q7180778
"[""1530-0366"", ""1098-3600""]",Genetics in medicine,,https://www.nature.com/gim/authors-and-referees,https://www.nature.com/gim/editors,https://www.facebook.com/GIMJournal/,https://www.nature.com/gim/,,American College of Medical Genetics and Genomics,,,https://www.acmg.net,,,https://twitter.com/gimjournal,https://www.wikidata.org/wiki/Q15765508
"[""2509-4602"", ""2509-4610""]",Sonderprojekte ATZ/MTZ,,,,,https://link.springer.com/journal/41491,,,,,,,,,https://www.wikidata.org/wiki/Q96731864
"[""2662-9992""]",Humanities & social sciences communications,,,,,https://www.nature.com/palcomms/,,,,,,,,,https://www.wikidata.org/wiki/Q96707473
"[""2398-6352""]",npj digital medicine,,https://www.nature.com/npjdigitalmed/authors-and-referees,https://www.nature.com/npjdigitalmed/about/editors,,https://www.nature.com/npjdigitalmed/,,,,,,,,,https://www.wikidata.org/wiki/Q73908508
"[""0968-5243"", ""1352-8661""]",Magma,"Magnetic Resonance Materials in Physics, Biology and Medicine",https://www.springer.com/journal/10334/submission-guidelines,https://www.springer.com/journal/10334/editors,,https://www.springer.com/journal/10334,,,,,,,,,https://www.wikidata.org/wiki/Q15763882
"[""2662-1347""]",Nature cancer,,,,,https://www.nature.com/natcancer/,,,,,,,,,https://www.wikidata.org/wiki/Q96319263
"[""1869-1900"", ""1674-7321""]",Science China,Science China Technological Sciences,https://www.springer.com/journal/11431/submission-guidelines,https://www.springer.com/journal/11431/editors,,https://www.springer.com/journal/11431,,,,,,,,,https://www.wikidata.org/wiki/Q96319354
"[""2662-8457""]",Nature Computational Science,,https://www.nature.com/natcomputsci/for-authors,https://www.nature.com/natcomputsci/about/editors,,https://www.nature.com/natcomputsci/,,,,,,,,https://twitter.com/natcomputsci,
"[""1951-6401"", ""1951-6355""]",The European physical journal,The European Physical Journal. Special Topics,https://www.springer.com/journal/11734/submission-guidelines,https://www.springer.com/journal/11734/editors,,https://www.springer.com/journal/11734,,,,,,,,,https://www.wikidata.org/wiki/Q1846769
"[""1476-5489"", ""0955-9930""]",International journal of impotence research,,https://www.nature.com/ijir/authors-and-referees,https://www.nature.com/ijir/editors,https://www.facebook.com/snijir/,https://www.nature.com/ijir/,,,,,,,,https://twitter.com/yoursexmedjour,https://www.wikidata.org/wiki/Q15749221
"[""0944-1344"", ""1614-7499""]",Environmental science and pollution research international,Environmental Science and Pollution Research,https://www.springer.com/journal/11356/submission-guidelines,https://www.springer.com/journal/11356/editors,,https://www.springer.com/journal/11356,,,,,,,,,https://www.wikidata.org/wiki/Q15750698
"[""1546-1726"", ""1097-6256""]",Nature neuroscience,,,,,https://www.nature.com/neuro/,,,,,,,,,https://www.wikidata.org/wiki/Q1535359
"[""2397-3374""]",Nature human behaviour,,https://www.nature.com/nathumbehav/info/gta,,,https://www.nature.com/nathumbehav/,,,,,,,,,https://www.wikidata.org/wiki/Q41787268
"[""0950-9240"", ""1476-5527""]",Journal of human hypertension,,,https://www.nature.com/jhh/editors/editorial-board,,https://www.nature.com/jhh/,,,,,,,,,https://www.wikidata.org/wiki/Q15746469
"[""0024-8525"", ""2192-8843""]",MTZ,MTZ - Motortechnische Zeitschrift,,https://www.springer.com/journal/35146/editors,,https://www.springer.com/journal/35146,,,,,,,,,https://www.wikidata.org/wiki/Q1950001
"[""0340-8078"", ""2196-6354""]",Der deutsche Dermatologe,,,,,https://www.springer.com/journal/15011,,,,,,,,,https://www.wikidata.org/wiki/Q96705183
"[""2365-6301"", ""2365-631X""]",Graphene technology,,https://www.springer.com/journal/41127/submission-guidelines,https://www.springer.com/journal/41127/editors,,https://www.springer.com/journal/41127,,,,,,,,,https://www.wikidata.org/wiki/Q96319561
"[""1738-2696"", ""2212-5469""]",Jo'jig gonghag gwa jaesaeng uihag,Tissue Engineering and Regenerative Medicine,https://www.springer.com/journal/13770/submission-guidelines,https://www.springer.com/journal/13770/editors,,https://www.springer.com/journal/13770,,,,,,,,,https://www.wikidata.org/wiki/Q96319998
"[""1793-2068"", ""1793-7078""]",Research and practice in technology enchanced learning,,https://telrp.springeropen.com/submission-guidelines,https://telrp.springeropen.com/about/editorial-board,,https://telrp.springeropen.com/,,,,,,,,,https://www.wikidata.org/wiki/Q15754063
"[""2510-5019"", ""1867-8343"", ""1614-3485"", ""2510-5027""]",Zeitschrift für Arbeitsmarktforschung,Journal for Labour Market Research,https://labourmarketresearch.springeropen.com/submission-guidelines,https://labourmarketresearch.springeropen.com/about/editorial-board,,https://labourmarketresearch.springeropen.com/,,,,,,,,,https://www.wikidata.org/wiki/Q50807110
"[""0971-8044""]",Resonance : journal of science and education,Resonance - Journal of Science Education,,https://www.ias.ac.in/Journals/Resonance_%E2%80%93_Journal_of_Science_Education/Editorial_Board,,https://www.ias.ac.in/Journals/Resonance_%E2%80%93_Journal_of_Science_Education/,,,,,,,,,https://www.wikidata.org/wiki/Q15754123
"[""1523-3820"", ""1534-6250""]",Current treatment options in infectious diseases,,https://www.springer.com/journal/40506/submission-guidelines,https://www.springer.com/journal/40506/editors,,https://www.springer.com/journal/40506,,,,,,,,,https://www.wikidata.org/wiki/Q26842059
"[""2730-9843"", ""2730-9835""]",maschinenbau,,,https://www.springer.com/journal/44029/editors,,https://www.springer.com/journal/44029,,,,,,,,,
"[""1436-4646"", ""0025-5610""]",Mathematical programming,,https://www.springer.com/journal/10107/submission-guidelines,https://www.springer.com/journal/10107/editors,,https://www.springer.com/journal/10107,,Mathematical Optimization Society,,,http://www.mathopt.org/,,,,https://www.wikidata.org/wiki/Q6786839
"[""0020-7128"", ""1432-1254""]",International journal of biometeorology,,https://www.springer.com/journal/484/submission-guidelines,https://www.springer.com/journal/484/editors,,https://www.springer.com/journal/484,,International Society of Biometeorology,,,https://uwm.edu/biometeorology/,,,,https://www.wikidata.org/wiki/Q2129754
"[""0948-7921"", ""1432-0487""]",Electrical engineering (Berlin. Print),Electrical engineering,https://www.springer.com/journal/202/submission-guidelines,https://www.springer.com/journal/202/editors,,https://www.springer.com/journal/202,,,,,,,,,https://www.wikidata.org/wiki/Q15759461
"[""1531-5878"", ""0278-081X""]","Circuits, systems, and signal processing",,https://www.springer.com/journal/34/submission-guidelines,https://www.springer.com/journal/34/editors,,https://www.springer.com/journal/34,,,,,,,,,https://www.wikidata.org/wiki/Q15762564
"[""2662-4710"", ""2662-4702""]",Journal of the Korean Ceramic Society,,https://www.springer.com/journal/43207/submission-guidelines,https://www.springer.com/journal/43207/editors,,https://www.springer.com/journal/43207,,,,,,,,,https://www.wikidata.org/wiki/Q96329926
"[""2008-1359"", ""2251-7456""]",Mathematical sciences,,https://www.springer.com/journal/40096/submission-guidelines,https://www.springer.com/journal/40096/editors,,https://www.springer.com/journal/40096,,,,,,,,,https://www.wikidata.org/wiki/Q50432013
"[""2364-1827"", ""2228-6179""]",Electrical & computer engineering,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",https://www.springer.com/journal/40998/submission-guidelines,https://www.springer.com/journal/40998/editors,,https://www.springer.com/journal/40998,,,,,,,,,https://www.wikidata.org/wiki/Q96325475
"[""1661-7746"", ""1661-7738""]",Journal of fixed point theory and its applications,,https://www.springer.com/journal/11784/submission-guidelines,https://www.springer.com/journal/11784/editors,,https://www.springer.com/journal/11784,,,,,,,,,https://www.wikidata.org/wiki/Q15427428
"[""1861-6909"", ""1813-7253""]",European review on aging and physical activity,,https://eurapa.biomedcentral.com/submission-guidelines,https://eurapa.biomedcentral.com/about/editorial-board,,https://eurapa.biomedcentral.com/,,,,,,,,,https://www.wikidata.org/wiki/Q15753428
"[""2057-3308"", ""2520-8675""]",BDJ in practice,,https://www.nature.com/bdjinpractice/for-authors,"",,https://www.nature.com/bdjinpractice/,,British Dental Association,,,http://www.bda.org/,,,,https://www.wikidata.org/wiki/Q96695444
"[""2055-1010""]",NPJ primary care respiratory medicine,,,,,https://www.nature.com/npjpcrm/,,,,,,,,,https://www.wikidata.org/wiki/Q27725534
"[""1343-8875"", ""1875-8975""]",Journal of visualization,,https://www.springer.com/journal/12650/submission-guidelines,https://www.springer.com/journal/12650/editors,,https://www.springer.com/journal/12650,,,,,,,,,https://www.wikidata.org/wiki/Q15765107
"[""1661-8300"", ""1661-8297""]",Logica universalis,,https://www.springer.com/journal/11787/submission-guidelines,https://www.springer.com/journal/11787/editors,,https://www.springer.com/journal/11787,,,,,,,,,https://www.wikidata.org/wiki/Q6667475
"[""2397-2106""]",npj Materials degradation,,,,,https://www.nature.com/npjmatdeg/,,,,,,,,,https://www.wikidata.org/wiki/Q50817397
"[""1744-9081""]",Behavioral and brain functions,,https://behavioralandbrainfunctions.biomedcentral.com/submission-guidelines,https://behavioralandbrainfunctions.biomedcentral.com/about/editorial-board,https://facebook.com/Behavioral-and-Brain-Functions-BBF-188895207800573/,https://behavioralandbrainfunctions.biomedcentral.com/,https://cn.linkedin.com/company/behavioral-and-brain-functions,,,,,,,https://twitter.com/JournalBbf,https://www.wikidata.org/wiki/Q4880714
"[""1341-8998"", ""1616-3915""]",Ichthyological research,,https://www.springer.com/journal/10228/submission-guidelines,https://www.springer.com/journal/10228/editors,,https://www.springer.com/journal/10228,,,,,,,,,https://www.wikidata.org/wiki/Q15760079
"[""1860-1871"", ""1860-188X""]",Landscape and ecological engineering,,https://www.springer.com/journal/11355/submission-guidelines,https://www.springer.com/journal/11355/editors,,https://www.springer.com/journal/11355,,International Consortium of Landscape and Ecological Engineering,,,https://www.iclee.website/,,,,https://www.wikidata.org/wiki/Q62665724
"[""1001-8042"", ""2210-3147""]",Nuclear Science and Techniques,,,https://www.springer.com/journal/41365/editors,,https://www.springer.com/journal/41365,,,,,,,,,https://www.wikidata.org/wiki/Q14511704
"[""2196-6397"", ""1436-123X""]",Neurotransmitter,,https://www.springer.com/journal/15016/submission-guidelines,https://www.springer.com/journal/15016/editors,,https://www.springer.com/journal/15016,,,,,,,,,https://www.wikidata.org/wiki/Q96718696
